video_id,video_url,domain,subdomain,question,option_a,option_b,option_c,option_d,correct_answer
"Growing Plants Time Lapse Compilation - 123 Days Of Growing in 2,5 Minutes","./all_data2/Growing Plants Time Lapse Compilation - 123 Days Of Growing in 2,5 Minutes/Growing Plants Time Lapse Compilation - 123 Days Of Growing in 2,5 Minutes.mp4",Science,Biology,What would happen if the soil in the boxes was replaced with snad,The outcome will remain the same,The plants would likely not grow,The plants would jump out and walk away,The plants would grow bigger,b
"Growing Plants Time Lapse Compilation - 123 Days Of Growing in 2,5 Minutes","./all_data2/Growing Plants Time Lapse Compilation - 123 Days Of Growing in 2,5 Minutes/Growing Plants Time Lapse Compilation - 123 Days Of Growing in 2,5 Minutes.mp4",Science,Biology,What will happen if the camera were left on forever?,The plants will wither and die,The plants will turn red and purple,The plants will have grandchildren,The soil will evaporate,a
"Growing Plants Time Lapse Compilation - 123 Days Of Growing in 2,5 Minutes","./all_data2/Growing Plants Time Lapse Compilation - 123 Days Of Growing in 2,5 Minutes/Growing Plants Time Lapse Compilation - 123 Days Of Growing in 2,5 Minutes.mp4",Science,Biology,What scientific principle demonstrated in the video is crucial for understanding the video,Botany,Thermodynamics,Mitosis,Neuron Synapses,a
Timelapse- Fire Ant Colony Rebuilding After a Storm,./all_data2/Timelapse- Fire Ant Colony Rebuilding After a Storm/Timelapse- Fire Ant Colony Rebuilding After a Storm.mp4,Tech & Engineering,Nature,Why was the anthill destroyed in the storm?,The rainwater cuased the soil to grow heavy and collapse inwards,The rainwater caused the soil to evaporate,The rainwaterevicted the ants,The wind caused the anthill to blow away,a
Timelapse- Fire Ant Colony Rebuilding After a Storm,./all_data2/Timelapse- Fire Ant Colony Rebuilding After a Storm/Timelapse- Fire Ant Colony Rebuilding After a Storm.mp4,Tech & Engineering,Nature,What would happen if the soil type was changed,The anthill might not have been destroyed in the first place,The anthill would need to be twice as tall,The ants will be motivated to work twice as fast,The ants will be attacked by a predator,a
Timelapse- Fire Ant Colony Rebuilding After a Storm,./all_data2/Timelapse- Fire Ant Colony Rebuilding After a Storm/Timelapse- Fire Ant Colony Rebuilding After a Storm.mp4,Tech & Engineering,Nature,What will happen when another storm comes?,"The newer, bigger anthill will likely resist the storm better","The newer, bigger anthill will likely resist the storm worse",The ants will sleep the storm away,The ants will do nothing,a
Timelapse- Fire Ant Colony Rebuilding After a Storm,./all_data2/Timelapse- Fire Ant Colony Rebuilding After a Storm/Timelapse- Fire Ant Colony Rebuilding After a Storm.mp4,Tech & Engineering,Nature,Why are there so many ants outside the hill in the video?,The ants work best as a team to rebuild the anthill,The ants like to bathe in the sunlight,The soil is more sturdy with no ants inside the hill,They are hiding from the grassghopper living in the hill,a
science_video_1_ID,./all_data2/science_video_1_ID/science_video_1_ID.mp4,Science,Geology,Why are people generating simulations of this volcano erupting,To use this footage in the court of law,To determine how to prevent an eruption,To make preparations for how to respond to an actual eruption,For entertainment purposes,b
science_video_1_ID,./all_data2/science_video_1_ID/science_video_1_ID.mp4,Science,Geology,What would happen if the earth's core were more unstable,The eruption would've been of greater magnitude,The eruption would've been of smaller magnitude,The eruption would have made no noise,The sky would have turned green,a
science_video_1_ID,./all_data2/science_video_1_ID/science_video_1_ID.mp4,Science,Geology,What happened to the nearby city,The city was destroyed,The city was protected by a shield,The citizens of the city did not notice the eruption,The city was able to move out of the way of the eruption,a
science_video_1_ID,./all_data2/science_video_1_ID/science_video_1_ID.mp4,Science,Geology,What caused this eruption?,The pooling of magma and pressure beneath the cracks of techtonic plates,Someone was chisling the top of the volcano with a hammer,"The volcano does this regularly, every day",The volcano punished the citizens of the city with its eruption,a
"Experiment at -196°C, Quantum Levitation | Magnetic Games","./all_data2/Experiment at -196°C, Quantum Levitation | Magnetic Games/Experiment at -196°C, Quantum Levitation | Magnetic Games.mp4",Science,Physics,Why does the magnet remain remain suspened above the ring?,The magnets repelled one another,One magnet was held up with a string,The magnets were allergic to one another,The magnets attracted one another,a
"Experiment at -196°C, Quantum Levitation | Magnetic Games","./all_data2/Experiment at -196°C, Quantum Levitation | Magnetic Games/Experiment at -196°C, Quantum Levitation | Magnetic Games.mp4",Science,Physics,What would happen if the ring was made from a non-magnetic material?,The outcome will remain the same,The magnet would rest higher in the air,The magnet would spin in reverse,The magnet would not levitate,d
"Experiment at -196°C, Quantum Levitation | Magnetic Games","./all_data2/Experiment at -196°C, Quantum Levitation | Magnetic Games/Experiment at -196°C, Quantum Levitation | Magnetic Games.mp4",Science,Physics,What will happen if the experiment is left on forever?,The magnet will rise in temperature and fall,The magnet will fall in temeprature and float,The magnets will clasp to one another,The magnets will change color,a
"Experiment at -196°C, Quantum Levitation | Magnetic Games","./all_data2/Experiment at -196°C, Quantum Levitation | Magnetic Games/Experiment at -196°C, Quantum Levitation | Magnetic Games.mp4",Science,Physics,What scientific principle demonstrated in the video is crucial for understanding quantum levitiation?,Electromagnetism,Thermodynamics,Inertia,Pendulums,a
Launching a homemade rocket,./all_data2/Launching a homemade rocket/Launching a homemade rocket.mp4,Science,Physics,Why might the model rocket only be a 1:10 scale?,It could be difficult to acquire funding for a large rocket,Smaller rockets migth be this month's fashion,Big rockets cause environmental meltdown,Anything larger would cause the ISS to lose signal,a
Launching a homemade rocket,./all_data2/Launching a homemade rocket/Launching a homemade rocket.mp4,Science,Physics,What would happen if the rocket had no parachute,The rocket would fly into outer space,The rocket would land on Mars,The rocket would not have taken off,The rocket would have broken as it came down,d
Launching a homemade rocket,./all_data2/Launching a homemade rocket/Launching a homemade rocket.mp4,Science,Physics,What kind of useful data for future experiments was gathered here?,The height to which the rocket flew,The forecast of the weather that day,The color of the grass beneath the rocket,The time it took for the parachute to be disassembled after,a
Launching a homemade rocket,./all_data2/Launching a homemade rocket/Launching a homemade rocket.mp4,Science,Physics,What is the main physical force that acted on the rocket?,Gravity,Friction,Air Resistance,Force from the thruster,d
Food Coloring Diffusion,./all_data2/Food Coloring Diffusion/Food Coloring Diffusion.mp4,Science,Chemistry,Why are food dyes used in each glass?,To visualize the flow of water,Because they alter the taste,To demonstrate the dangers of Red 40 and Blue 5,beause red dye is hot and blue dye is cold,a
Food Coloring Diffusion,./all_data2/Food Coloring Diffusion/Food Coloring Diffusion.mp4,Science,Chemistry,What would happen if both glasses of water were the same temperature,The outcome will remain the same,The dye will disperse identically,The dye will disperse almost identically,The dye will disperse inversely,c
Food Coloring Diffusion,./all_data2/Food Coloring Diffusion/Food Coloring Diffusion.mp4,Science,Chemistry,How will the glasses look long after the experiment is over?,The dyes will be fully dispersed throghout the glass,The dyes will coagulate near the bottom,The color will disappear entirely,The water will turn purple,a
Food Coloring Diffusion,./all_data2/Food Coloring Diffusion/Food Coloring Diffusion.mp4,Science,Chemistry,What causes the colors to disperse differently in each glass?,The different temperatures cause different convection currents,the colors weigh differently,Red dye absords easier than blue,It is purely random,a
